,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,rating,G,Other,PG,PG-13,R,yr_old
127,486.0,112.0,230.0,12000.0,Natalie Portman,26000.0,206360018.0,Chris Hemsworth,Thor: The Dark World ,414070,59803,Anthony Hopkins,3.0,532.0,English,USA,PG-13,170000000.0,2013.0,20000.0,7.1,63000,PG-13,0,0,0,1,0,3.0
129,298.0,146.0,2000.0,294.0,Ayelet Zurer,15000.0,133375846.0,Tom Hanks,Angels & Demons ,207839,16948,Armin Mueller-Stahl,2.0,435.0,English,USA,PG-13,150000000.0,2009.0,745.0,6.7,0,PG-13,0,0,0,1,0,7.0
130,516.0,115.0,0.0,12000.0,Natalie Portman,26000.0,181015141.0,Chris Hemsworth,Thor ,536314,60059,Anthony Hopkins,1.0,738.0,English,USA,PG-13,150000000.0,2011.0,20000.0,7.0,63000,PG-13,0,0,0,1,0,5.0
131,225.0,96.0,59.0,699.0,Diedrich Bader,17000.0,114053579.0,Chloë Grace Moretz,Bolt ,146766,20007,James Lipton,0.0,178.0,English,USA,PG,150000000.0,2008.0,759.0,6.9,0,PG,0,0,1,0,0,8.0
132,145.0,88.0,12.0,182.0,Piper Mackenzie Harris,730.0,119420252.0,Kelli Garner,G-Force ,33042,2217,Niecy Nash,0.0,90.0,English,USA,PG,150000000.0,2009.0,607.0,5.1,0,PG,0,0,1,0,0,7.0
133,310.0,99.0,473.0,502.0,Edgar Ramírez,14000.0,83640426.0,Liam Neeson,Wrath of the Titans ,152826,16184,Lily James,0.0,253.0,English,USA,PG-13,150000000.0,2012.0,897.0,5.8,19000,PG-13,0,0,0,1,0,4.0
134,526.0,113.0,13000.0,16000.0,Chloë Grace Moretz,40000.0,79711678.0,Johnny Depp,Dark Shadows ,199039,80849,Christopher Lee,7.0,479.0,English,USA,PG-13,100000000.0,2012.0,17000.0,6.2,82000,PG-13,0,0,0,1,0,4.0
136,357.0,119.0,394.0,162.0,Simon Merrells,12000.0,61937495.0,Anthony Hopkins,The Wolfman ,89442,13071,Art Malik,0.0,432.0,English,USA,R,150000000.0,2010.0,490.0,5.8,0,R,0,0,0,0,1,6.0
137,248.0,110.0,282.0,103.0,Alexander Skarsgård,11000.0,124051759.0,Christoph Waltz,The Legend of Tarzan ,42372,21175,Casper Crump,2.0,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,29000,PG-13,0,0,0,1,0,0.0
138,194.0,91.0,58.0,826.0,Oprah Winfrey,2000.0,126597121.0,Matthew Broderick,Bee Movie ,105902,6576,Rip Torn,0.0,206.0,English,USA,PG,150000000.0,2007.0,852.0,6.2,0,PG,0,0,1,0,0,9.0
139,284.0,90.0,90.0,15.0,Gary Oldman,11000.0,165230261.0,Angelina Jolie Pitt,Kung Fu Panda 2 ,182718,21015,Mike Bell,0.0,209.0,English,USA,PG,150000000.0,2011.0,10000.0,7.3,20000,PG,0,0,1,0,0,5.0
140,280.0,103.0,0.0,346.0,Noah Ringer,1000.0,131564731.0,Seychelle Gabriel,The Last Airbender ,118951,2857,Aasif Mandvi,0.0,1382.0,English,USA,PG,150000000.0,2010.0,756.0,4.2,18000,PG,0,0,1,0,0,6.0
141,310.0,124.0,14000.0,979.0,Tom Cruise,22000.0,133382309.0,Philip Seymour Hoffman,Mission: Impossible III ,256695,34817,Eddie Marsan,0.0,871.0,English,USA,PG-13,150000000.0,2006.0,10000.0,6.9,0,PG-13,0,0,0,1,0,10.0
142,339.0,131.0,776.0,256.0,Jake Weber,17000.0,73103784.0,Channing Tatum,White House Down ,164238,18204,Matt Craven,2.0,434.0,English,USA,PG-13,150000000.0,2013.0,551.0,6.4,33000,PG-13,0,0,0,1,0,3.0
143,132.0,88.0,25.0,433.0,Dan Fogler,921.0,21379315.0,Elisabeth Harnois,Mars Needs Moms ,17590,2652,Tom Everett Scott,0.0,112.0,English,USA,PG,150000000.0,2011.0,562.0,5.4,0,PG,0,0,1,0,0,5.0
145,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,Hugh Jackman,Pan ,39956,21393,Nonso Anozie,4.0,186.0,English,USA,PG,150000000.0,2015.0,548.0,5.8,24000,PG,0,0,1,0,0,1.0
146,196.0,92.0,50.0,517.0,Zach Callison,3000.0,111505642.0,Ty Burrell,Mr. Peabody & Sherman ,47900,5810,Karan Brar,2.0,130.0,English,USA,PG,145000000.0,2014.0,1000.0,6.9,11000,PG,0,0,1,0,0,2.0
147,220.0,196.0,249.0,844.0,Orlando Bloom,11000.0,133228348.0,Brad Pitt,Troy ,381672,17944,Julian Glover,2.0,1694.0,English,USA,R,175000000.0,2004.0,5000.0,7.2,0,R,0,0,0,0,1,12.0
148,211.0,93.0,35.0,436.0,Martin Short,851.0,216366733.0,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,119213,2444,Cedric the Entertainer,0.0,154.0,English,USA,PG,145000000.0,2012.0,770.0,6.9,17000,PG,0,0,1,0,0,4.0
150,464.0,116.0,176.0,322.0,Kate McKinnon,783.0,118099659.0,Ed Begley Jr.,Ghostbusters ,69757,2097,Zach Woods,4.0,1211.0,English,USA,PG-13,144000000.0,2016.0,370.0,5.5,62000,PG-13,0,0,0,1,0,0.0
151,167.0,153.0,0.0,537.0,Steve Buscemi,13000.0,201573391.0,Bruce Willis,Armageddon ,322395,26029,Will Patton,0.0,1171.0,English,USA,PG-13,140000000.0,1998.0,12000.0,6.6,11000,PG-13,0,0,0,1,0,18.0
152,208.0,88.0,188.0,826.0,Rosario Dawson,10000.0,190418803.0,Will Smith,Men in Black II ,270207,14823,Rip Torn,2.0,606.0,English,USA,PG-13,140000000.0,2002.0,3000.0,6.1,2000,PG-13,0,0,0,1,0,14.0
153,287.0,115.0,0.0,964.0,Anthony Hopkins,18000.0,82161969.0,Robin Wright,Beowulf ,142440,31523,Sebastian Roché,1.0,505.0,English,USA,PG-13,150000000.0,2007.0,12000.0,6.3,3000,PG-13,0,0,0,1,0,9.0
154,210.0,95.0,5.0,967.0,Angelina Jolie Pitt,24000.0,143523463.0,J.K. Simmons,Kung Fu Panda 3 ,64322,36095,Wayne Knight,0.0,145.0,English,USA,PG,145000000.0,2016.0,11000.0,7.2,24000,PG,0,0,1,0,0,0.0
155,432.0,133.0,663.0,690.0,Jeremy Renner,10000.0,209364921.0,Tom Cruise,Mission: Impossible - Ghost Protocol ,365104,21768,Michael Nyqvist,3.0,512.0,English,USA,PG-13,145000000.0,2011.0,10000.0,7.4,35000,PG-13,0,0,0,1,0,5.0
156,256.0,97.0,52.0,161.0,Kamil McFadden,20000.0,103400692.0,Hugh Jackman,Rise of the Guardians ,123553,20645,Khamani Griffin,0.0,174.0,English,USA,PG,145000000.0,2012.0,315.0,7.3,25000,PG,0,0,1,0,0,4.0
157,135.0,90.0,23.0,233.0,Richard Burgi,957.0,110332737.0,John Michael Higgins,Fun with Dick and Jane ,110788,1997,David Herman,1.0,258.0,English,USA,PG-13,100000000.0,2005.0,550.0,6.1,2000,PG-13,0,0,0,1,0,11.0
158,190.0,154.0,380.0,445.0,Tony Goldwyn,10000.0,111110575.0,Tom Cruise,The Last Samurai ,317166,11945,Chad Lindberg,1.0,928.0,English,USA,R,140000000.0,2003.0,956.0,7.7,0,R,0,0,0,0,1,13.0
160,518.0,127.0,14000.0,981.0,Leonard Nimoy,26000.0,257704099.0,Chris Hemsworth,Star Trek ,504419,39284,Bruce Greenwood,0.0,1559.0,English,USA,PG-13,150000000.0,2009.0,12000.0,8.0,19000,PG-13,0,0,0,1,0,7.0
161,291.0,121.0,0.0,4000.0,James Franco,24000.0,403706375.0,J.K. Simmons,Spider-Man ,544665,40484,Kirsten Dunst,0.0,2012.0,English,USA,PG-13,139000000.0,2002.0,11000.0,7.3,5000,PG-13,0,0,0,1,0,14.0
162,292.0,102.0,255.0,953.0,Djimon Hounsou,18000.0,176997107.0,Gerard Butler,How to Train Your Dragon 2 ,221128,23378,America Ferrera,5.0,343.0,English,USA,PG,145000000.0,2014.0,3000.0,7.9,46000,PG,0,0,1,0,0,2.0
163,184.0,126.0,295.0,284.0,Elodie Yung,18000.0,31141074.0,Gerard Butler,Gods of Egypt ,51892,19769,Bryan Brown,4.0,273.0,English,USA,PG-13,140000000.0,2016.0,934.0,5.5,24000,PG-13,0,0,0,1,0,0.0
164,145.0,121.0,357.0,653.0,Joe Morton,820.0,31704416.0,Sam Shepard,Stealth ,45455,2705,Richard Roxburgh,0.0,388.0,English,USA,PG-13,135000000.0,2005.0,780.0,5.0,0,PG-13,0,0,0,1,0,11.0
165,451.0,215.0,0.0,413.0,Billy Crudup,986.0,107503316.0,Matt Frewer,Watchmen ,392474,2530,Stephen McHattie,1.0,1229.0,English,USA,R,130000000.0,2009.0,745.0,7.7,18000,R,0,0,0,0,1,7.0
166,141.0,127.0,503.0,91.0,Rene Russo,5000.0,129734803.0,Jet Li,Lethal Weapon 4 ,127497,6171,Darlene Love,2.0,287.0,English,USA,R,140000000.0,1998.0,808.0,6.6,0,R,0,0,0,0,1,18.0
167,267.0,138.0,0.0,258.0,Regi Davis,820.0,132122995.0,Kevin Rankin,Hulk ,212106,1814,Celia Weston,0.0,1445.0,English,USA,PG-13,137000000.0,2003.0,300.0,5.7,0,PG-13,0,0,0,1,0,13.0
168,351.0,122.0,209.0,934.0,Dwayne Johnson,17000.0,122512052.0,Channing Tatum,G.I. Joe: Retaliation ,146352,31958,Elodie Yung,6.0,288.0,English,USA,PG-13,130000000.0,2013.0,12000.0,5.8,42000,PG-13,0,0,0,1,0,3.0
170,166.0,106.0,6.0,422.0,Ming-Na Wen,12000.0,32131830.0,Steve Buscemi,Final Fantasy: The Spirits Within ,72259,15015,Jean Simmons,1.0,788.0,English,USA,PG-13,137000000.0,2001.0,2000.0,6.4,0,PG-13,0,0,0,1,0,15.0
171,510.0,124.0,394.0,2000.0,Dominic Cooper,11000.0,176636816.0,Chris Evans,Captain America: The First Avenger ,508818,19761,Hayley Atwell,0.0,679.0,English,USA,PG-13,140000000.0,2011.0,3000.0,6.9,46000,PG-13,0,0,0,1,0,5.0
173,244.0,138.0,608.0,168.0,Lee Ingleby,613.0,93926386.0,James D'Arcy,Master and Commander: The Far Side of the World ,168207,1205,David Threlfall,1.0,684.0,English,USA,PG-13,150000000.0,2003.0,172.0,7.4,0,PG-13,0,0,0,1,0,13.0
174,322.0,115.0,386.0,12000.0,Kristen Stewart,21000.0,292298923.0,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,Taylor Lautner,3.0,329.0,English,USA,PG-13,120000000.0,2012.0,17000.0,5.5,65000,PG-13,0,0,0,1,0,4.0
176,354.0,135.0,255.0,882.0,Peter Mensah,3000.0,134518390.0,Ty Burrell,The Incredible Hulk ,326286,5811,William Hurt,0.0,643.0,English,USA,PG-13,150000000.0,2008.0,1000.0,6.8,0,PG-13,0,0,0,1,0,8.0
179,556.0,156.0,0.0,733.0,Tom Hardy,29000.0,183635922.0,Leonardo DiCaprio,The Revenant ,406020,57108,Lukas Haas,0.0,1188.0,English,USA,R,135000000.0,2015.0,27000.0,8.1,190000,R,0,0,0,0,1,1.0
180,166.0,96.0,13.0,463.0,Snoop Dogg,16000.0,83024900.0,Ryan Reynolds,Turbo ,62424,17416,Ben Schwartz,0.0,90.0,English,USA,PG,135000000.0,2013.0,881.0,6.5,13000,PG,0,0,1,0,0,3.0
181,362.0,107.0,563.0,939.0,Ray Winstone,40000.0,123207194.0,Johnny Depp,Rango ,183208,43291,Stephen Root,0.0,337.0,English,USA,PG,135000000.0,2011.0,1000.0,7.2,26000,PG,0,0,1,0,0,5.0
182,153.0,92.0,35.0,179.0,Annet Mahendru,19000.0,83348920.0,Benedict Cumberbatch,Penguins of Madagascar ,60230,19963,Andy Richter,0.0,118.0,English,USA,PG,132000000.0,2014.0,411.0,6.7,11000,PG,0,0,1,0,0,2.0
183,329.0,115.0,521.0,883.0,Edgar Ramírez,13000.0,227137090.0,Matt Damon,The Bourne Ultimatum ,491077,17369,Albert Finney,0.0,820.0,English,USA,PG-13,110000000.0,2007.0,897.0,8.1,0,PG-13,0,0,0,1,0,9.0
184,266.0,92.0,54.0,562.0,Wayne Knight,11000.0,215395021.0,Angelina Jolie Pitt,Kung Fu Panda ,307029,12754,Dan Fogler,0.0,360.0,English,USA,PG,130000000.0,2008.0,967.0,7.6,6000,PG,0,0,1,0,0,8.0
185,517.0,117.0,235.0,680.0,Hayley Atwell,2000.0,180191634.0,Judy Greer,Ant-Man ,313866,5730,T.I.,6.0,549.0,English,USA,PG-13,130000000.0,2015.0,2000.0,7.4,61000,PG-13,0,0,0,1,0,1.0
186,502.0,146.0,508.0,523.0,Josh Hutcherson,34000.0,424645577.0,Jennifer Lawrence,The Hunger Games: Catching Fire ,498397,49355,Sandra Ellis Lafferty,1.0,706.0,English,USA,PG-13,130000000.0,2013.0,14000.0,7.6,82000,PG-13,0,0,0,1,0,3.0
187,322.0,115.0,386.0,12000.0,Kristen Stewart,21000.0,292298923.0,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,Taylor Lautner,3.0,329.0,English,USA,PG-13,120000000.0,2012.0,17000.0,5.5,65000,PG-13,0,0,0,1,0,4.0
188,165.0,94.0,12.0,183.0,Matt Jones,17000.0,177343675.0,Jim Parsons,Home ,70121,17883,April Winchell,0.0,214.0,English,USA,PG,135000000.0,2015.0,523.0,6.7,26000,PG,0,0,1,0,0,1.0
189,401.0,116.0,14000.0,807.0,Lisa Ann Walter,10000.0,234277056.0,Tom Cruise,War of the Worlds ,334345,12758,Rick Gonzalez,0.0,2741.0,English,USA,PG-13,132000000.0,2005.0,1000.0,6.5,0,PG-13,0,0,0,1,0,11.0
190,94.0,147.0,0.0,877.0,Henry Rollins,10000.0,138396624.0,Will Smith,Bad Boys II ,178126,12954,Jordi Mollà,1.0,511.0,English,USA,R,130000000.0,2003.0,898.0,6.6,0,R,0,0,0,0,1,13.0
191,246.0,90.0,50.0,397.0,Constance Marie,4000.0,149234747.0,Salma Hayek,Puss in Boots ,114287,5046,Amy Sedaris,0.0,137.0,English,USA,PG,130000000.0,2011.0,442.0,6.7,16000,PG,0,0,1,0,0,5.0
192,330.0,101.0,176.0,282.0,Andre Braugher,11000.0,118311368.0,Angelina Jolie Pitt,Salt ,245621,12406,August Diehl,1.0,514.0,English,USA,PG-13,110000000.0,2010.0,702.0,6.4,23000,PG-13,0,0,0,1,0,6.0
193,434.0,138.0,0.0,8000.0,Emma Watson,12000.0,101160529.0,Anthony Hopkins,Noah ,200022,32355,Logan Lerman,2.0,1240.0,English,USA,PG-13,125000000.0,2014.0,9000.0,5.8,71000,PG-13,0,0,0,1,0,2.0
194,440.0,107.0,14000.0,845.0,Mackenzie Crook,2000.0,77564037.0,Toby Jones,The Adventures of Tintin ,177383,4631,Tony Curran,1.0,447.0,English,USA,PG,135000000.0,2011.0,871.0,7.4,44000,PG,0,0,1,0,0,5.0
197,349.0,100.0,0.0,894.0,Zoë Kravitz,10000.0,60522097.0,Will Smith,After Earth ,158720,14168,Glenn Morshower,0.0,744.0,English,USA,PG-13,130000000.0,2013.0,943.0,4.9,37000,PG-13,0,0,0,1,0,3.0
198,145.0,82.0,0.0,388.0,D.B. Sweeney,1000.0,137748063.0,Alfre Woodard,Dinosaur ,38438,2945,Della Reese,1.0,241.0,English,USA,PG,127500000.0,2000.0,558.0,6.5,0,PG,0,0,1,0,0,16.0
200,154.0,98.0,189.0,1000.0,Rami Malek,49000.0,113733726.0,Robin Williams,Night at the Museum: Secret of the Tomb ,67223,53587,Steve Coogan,7.0,126.0,English,USA,PG,127000000.0,2014.0,3000.0,6.2,11000,PG,0,0,1,0,0,2.0
201,233.0,95.0,96.0,8000.0,Brad Pitt,24000.0,148337537.0,J.K. Simmons,Megamind ,172754,46120,Will Ferrell,3.0,187.0,English,USA,PG,130000000.0,2010.0,11000.0,7.3,13000,PG,0,0,1,0,0,6.0
203,208.0,96.0,124.0,1000.0,Jeff Bridges,16000.0,33592415.0,Ryan Reynolds,R.I.P.D. ,91640,31549,Stephanie Szostak,2.0,210.0,English,USA,PG-13,130000000.0,2013.0,12000.0,5.6,20000,PG-13,0,0,0,1,0,3.0
205,271.0,143.0,563.0,1000.0,Orlando Bloom,40000.0,305388685.0,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,48184,Jack Davenport,3.0,2113.0,English,USA,PG-13,140000000.0,2003.0,5000.0,8.1,10000,PG-13,0,0,0,1,0,13.0
207,403.0,123.0,508.0,14000.0,Philip Seymour Hoffman,34000.0,337103873.0,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,305008,81385,Josh Hutcherson,1.0,591.0,English,USA,PG-13,125000000.0,2014.0,22000.0,6.7,52000,PG-13,0,0,0,1,0,2.0
208,294.0,174.0,2000.0,362.0,Seth Gabel,15000.0,217536138.0,Tom Hanks,The Da Vinci Code ,314253,16008,Jürgen Prochnow,2.0,1966.0,English,USA,PG-13,125000000.0,2006.0,574.0,6.6,0,PG-13,0,0,0,1,0,10.0
209,159.0,101.0,107.0,56.0,Rachel Crow,688.0,131536019.0,Miguel Ferrer,Rio 2 ,58498,1031,Jeffrey Garcia,0.0,99.0,English,USA,G,103000000.0,2014.0,237.0,6.4,0,G,1,0,0,0,0,2.0
211,342.0,132.0,681.0,12000.0,Vin Diesel,23000.0,209805005.0,Paul Walker,Fast Five ,284792,55345,Dwayne Johnson,3.0,366.0,English,USA,PG-13,125000000.0,2011.0,14000.0,7.3,54000,PG-13,0,0,0,1,0,5.0
212,382.0,129.0,0.0,154.0,Eddie Marsan,21000.0,186830669.0,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,338635,22403,Paul Anderson,2.0,412.0,English,USA,PG-13,125000000.0,2011.0,979.0,7.5,39000,PG-13,0,0,0,1,0,5.0
213,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,163192114.0,Liam Neeson,Clash of the Titans ,229679,18003,Alexa Davalos,0.0,637.0,English,USA,PG-13,125000000.0,2010.0,1000.0,5.8,15000,PG-13,0,0,0,1,0,6.0
215,85.0,102.0,323.0,241.0,Vladimir Kulich,845.0,32694788.0,Tony Curran,The 13th Warrior ,101411,1815,Clive Russell,1.0,546.0,English,USA,R,85000000.0,1999.0,372.0,6.6,0,R,0,0,0,0,1,17.0
216,436.0,135.0,209.0,602.0,Scott Glenn,10000.0,113165635.0,Jeremy Renner,The Bourne Legacy ,229823,12175,Stacy Keach,0.0,504.0,English,USA,PG-13,125000000.0,2012.0,826.0,6.7,31000,PG-13,0,0,0,1,0,4.0
217,183.0,125.0,541.0,409.0,Vivica A. Fox,920.0,107285004.0,Michael Gough,Batman & Robin ,189855,2699,John Glover,3.0,1018.0,English,USA,PG-13,125000000.0,1997.0,890.0,3.7,0,PG-13,0,0,0,1,0,19.0
218,175.0,110.0,2000.0,636.0,T.J. Thyne,1000.0,260031035.0,Clint Howard,How the Grinch Stole Christmas ,141414,4146,Molly Shannon,0.0,482.0,English,USA,PG,123000000.0,2000.0,722.0,6.0,0,PG,0,0,1,0,0,16.0
219,239.0,124.0,776.0,812.0,Dennis Quaid,15000.0,186739919.0,Jake Gyllenhaal,The Day After Tomorrow ,333248,20553,Sela Ward,0.0,1159.0,English,USA,PG-13,125000000.0,2004.0,2000.0,6.4,19000,PG-13,0,0,0,1,0,12.0
220,237.0,123.0,610.0,653.0,Dougray Scott,10000.0,215397307.0,Tom Cruise,Mission: Impossible II ,242188,11930,Richard Roxburgh,0.0,1426.0,English,USA,PG-13,125000000.0,2000.0,794.0,6.1,0,PG-13,0,0,0,1,0,16.0
221,231.0,130.0,249.0,461.0,Mary Elizabeth Mastrantonio,784.0,182618434.0,Karen Allen,The Perfect Storm ,133076,2684,Bob Gunton,0.0,779.0,English,USA,PG-13,140000000.0,2000.0,638.0,6.4,0,PG-13,0,0,0,1,0,16.0
222,262.0,92.0,167.0,702.0,Ioan Gruffudd,11000.0,131920333.0,Chris Evans,Fantastic 4: Rise of the Silver Surfer ,213275,15302,Andre Braugher,3.0,436.0,English,USA,PG,130000000.0,2007.0,2000.0,5.6,0,PG,0,0,1,0,0,9.0
223,552.0,127.0,0.0,341.0,Rafe Spall,774.0,124976634.0,Suraj Sharma,Life of Pi ,440084,2121,Tabu,0.0,755.0,English,USA,PG,120000000.0,2012.0,358.0,8.0,122000,PG,0,0,1,0,0,4.0
224,276.0,123.0,160.0,402.0,Matt Long,12000.0,115802596.0,Nicolas Cage,Ghost Rider ,182661,14017,Peter Fonda,1.0,681.0,English,USA,PG-13,110000000.0,2007.0,701.0,5.2,0,PG-13,0,0,0,1,0,9.0
226,102.0,107.0,368.0,1000.0,Bernie Mac,2000.0,100685880.0,Demi Moore,Charlie's Angels: Full Throttle ,100821,4046,Justin Theroux,0.0,554.0,English,USA,PG-13,120000000.0,2003.0,1000.0,4.8,0,PG-13,0,0,0,1,0,13.0
227,775.0,124.0,0.0,641.0,Charlize Theron,13000.0,126464904.0,Michael Fassbender,Prometheus ,456260,24098,Sean Harris,0.0,2326.0,English,USA,R,130000000.0,2012.0,9000.0,7.0,97000,R,0,0,0,0,1,4.0
228,71.0,77.0,50.0,537.0,Brad Garrett,886.0,64736114.0,Nathan Lane,Stuart Little 2 ,36471,2682,Melanie Griffith,0.0,69.0,English,USA,PG,120000000.0,2002.0,799.0,5.4,459,PG,0,0,1,0,0,14.0
229,476.0,109.0,662.0,1000.0,Sharlto Copley,13000.0,93050117.0,Matt Damon,Elysium ,338087,17689,Alice Braga,0.0,814.0,English,USA,R,115000000.0,2013.0,2000.0,6.6,61000,R,0,0,0,0,1,3.0
230,207.0,134.0,123.0,567.0,Alexa Davalos,14000.0,57637485.0,Vin Diesel,The Chronicles of Riddick ,183909,17159,Christina Cox,0.0,666.0,English,USA,PG-13,105000000.0,2004.0,850.0,6.7,0,PG-13,0,0,0,1,0,12.0
231,492.0,117.0,294.0,1000.0,Abbie Cornish,10000.0,58607007.0,Gary Oldman,RoboCop ,182899,14161,Jennifer Ehle,0.0,630.0,English,USA,PG-13,100000000.0,2014.0,2000.0,6.2,60000,PG-13,0,0,0,1,0,2.0
232,284.0,135.0,0.0,87.0,Kick Gurry,690.0,43929341.0,Scott Porter,Speed Racer ,57873,902,Nicholas Elia,0.0,414.0,English,USA,PG,120000000.0,2008.0,107.0,6.1,0,PG,0,0,1,0,0,8.0
233,168.0,121.0,274.0,157.0,Domenick Lombardozzi,273.0,30212620.0,Shelley Conn,How Do You Know ,35066,993,Teyonah Parris,4.0,196.0,English,USA,PG-13,120000000.0,2010.0,216.0,5.3,0,PG-13,0,0,0,1,0,6.0
234,283.0,117.0,446.0,877.0,Marc Blucas,10000.0,76418654.0,Tom Cruise,Knight and Day ,148280,12731,Jordi Mollà,0.0,348.0,English,USA,PG-13,117000000.0,2010.0,973.0,6.3,11000,PG-13,0,0,0,1,0,6.0
235,539.0,124.0,364.0,1000.0,Tom Cruise,11000.0,89021735.0,Morgan Freeman,Oblivion ,387436,22004,Zoë Bell,0.0,892.0,English,USA,PG-13,120000000.0,2013.0,10000.0,7.0,71000,PG-13,0,0,0,1,0,3.0
236,359.0,140.0,0.0,4000.0,Christopher Lee,20000.0,380262555.0,Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,520104,44042,Hayden Christensen,4.0,3286.0,English,USA,PG-13,113000000.0,2005.0,16000.0,7.6,10000,PG-13,0,0,0,1,0,11.0
237,284.0,142.0,0.0,4000.0,Christopher Lee,20000.0,310675583.0,Natalie Portman,Star Wars: Episode II - Attack of the Clones ,464310,42990,Hayden Christensen,3.0,3516.0,English,USA,PG,115000000.0,2002.0,16000.0,6.7,0,PG,0,0,1,0,0,14.0
238,250.0,92.0,0.0,773.0,John Ratzenberger,12000.0,289907418.0,Steve Buscemi,"Monsters, Inc. ",585659,15013,James Coburn,0.0,593.0,English,USA,G,115000000.0,2001.0,1000.0,8.1,0,G,1,0,0,0,0,15.0
239,440.0,138.0,446.0,929.0,Tao Okamoto,20000.0,132550960.0,Hugh Jackman,The Wolverine ,328067,23755,Rila Fukushima,1.0,533.0,English,USA,PG-13,120000000.0,2013.0,992.0,6.7,68000,PG-13,0,0,0,1,0,3.0
240,320.0,136.0,0.0,1000.0,Liam Neeson,20000.0,474544677.0,Natalie Portman,Star Wars: Episode I - The Phantom Menace ,534658,37723,Ian McDiarmid,1.0,3597.0,English,USA,PG,115000000.0,1999.0,14000.0,6.5,13000,PG,0,0,1,0,0,17.0
241,257.0,98.0,16.0,12000.0,Emma Stone,16000.0,187165546.0,Ryan Reynolds,The Croods ,150618,43286,Nicolas Cage,3.0,195.0,English,USA,PG,135000000.0,2013.0,15000.0,7.3,28000,PG,0,0,1,0,0,3.0
243,152.0,153.0,610.0,617.0,Roger Willie,12000.0,40911830.0,Nicolas Cage,Windtalkers ,55994,15046,Noah Emmerich,0.0,454.0,English,USA,R,115000000.0,2002.0,836.0,6.0,0,R,0,0,0,0,1,14.0
244,231.0,120.0,19.0,9000.0,Sam Claflin,26000.0,47952020.0,Chris Hemsworth,The Huntsman: Winter's War ,37750,46719,Charlize Theron,2.0,134.0,English,USA,PG-13,115000000.0,2016.0,11000.0,6.1,16000,PG-13,0,0,0,1,0,0.0
245,348.0,101.0,473.0,429.0,Danny Woodburn,833.0,190871240.0,Noel Fisher,Teenage Mutant Ninja Turtles ,167085,2690,Jeremy Howard,0.0,491.0,English,USA,PG-13,125000000.0,2014.0,809.0,5.9,62000,PG-13,0,0,0,1,0,2.0
247,93.0,108.0,79.0,268.0,Grant Heslov,650.0,67155742.0,Jamie Renée Smith,Dante's Peak ,62271,1569,Tzi Ma,1.0,277.0,English,USA,PG-13,116000000.0,1997.0,293.0,5.8,0,PG-13,0,0,0,1,0,19.0
248,181.0,112.0,13.0,799.0,Noel Fisher,5000.0,81638674.0,Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,17533,8306,Brad Garrett,,115.0,English,USA,PG-13,135000000.0,2016.0,833.0,6.3,12000,PG-13,0,0,0,1,0,0.0
249,369.0,100.0,128.0,78.0,Reg E. Cathey,596.0,56114221.0,Tim Blake Nelson,Fantastic Four ,110486,1261,Tim Heidecker,3.0,695.0,English,USA,PG-13,120000000.0,2015.0,360.0,4.3,41000,PG-13,0,0,0,1,0,1.0
250,179.0,108.0,189.0,1000.0,Rami Malek,49000.0,250863268.0,Robin Williams,Night at the Museum ,234480,55486,Steve Coogan,2.0,444.0,English,USA,PG,110000000.0,2006.0,3000.0,6.4,3000,PG,0,0,1,0,0,10.0
251,358.0,114.0,62.0,884.0,Ioan Gruffudd,12000.0,155181732.0,Dwayne Johnson,San Andreas ,147497,16718,Archie Panjabi,0.0,499.0,English,USA,PG-13,110000000.0,2015.0,2000.0,6.1,52000,PG-13,0,0,0,1,0,1.0
253,192.0,142.0,776.0,1000.0,Adam Baldwin,13000.0,113330342.0,Heath Ledger,The Patriot ,207613,19454,Tom Wilkinson,1.0,1144.0,English,USA,R,110000000.0,2000.0,2000.0,7.1,4000,R,0,0,0,0,1,16.0
254,198.0,125.0,0.0,350.0,Julia Roberts,11000.0,125531634.0,Brad Pitt,Ocean's Twelve ,284852,19359,Mini Anden,0.0,627.0,English,USA,PG-13,110000000.0,2004.0,8000.0,6.4,0,PG-13,0,0,0,1,0,12.0
